    0.0500    1.0019
    0.0750    1.0050
    0.1000    1.0094
    0.1250    1.0151
    0.1500    1.0221
    0.1750    1.0305
    0.2000    1.0402
    0.2250    1.0513
    0.2500    1.0638
    0.2750    1.0779
    0.3000    1.0935
    0.3250    1.1107
    0.3500    1.1296
    0.3750    1.1503
    0.4000    1.1728
    0.4250    1.1972
    0.4500    1.2237
    0.4750    1.2523
    0.5000    1.2832
    0.5250    1.3165
